artist_name,album_name,track_name,track_number,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,key_name,mode_name,key_mode
Nine Inch Nails,With Teeth (Bonus Tracks),Beside You In Time,12,2005-05-02,0.476,0.543,2,-9.549,1,0.0481,0.355,0.89,0.192,0.13,119.919,324626,D,major,D major
Nine Inch Nails,With Teeth (Bonus Tracks),Right Where It Belongs,13,2005-05-02,0.458,0.362,5,-10.043,1,0.0305,0.979,0.494,0.118,0.223,139.879,307560,F,major,F major
Nine Inch Nails,With Teeth (Bonus Tracks),Home - Bonus Track,14,2005-05-02,0.669,0.892,7,-5.966,1,0.0285,0.282,0.206,0.113,0.688,105.083,194013,G,major,G major
Nine Inch Nails,With Teeth (Bonus Tracks),Right Where It Belongs - Version 2,15,2005-05-02,0.518,0.0683,5,-19.556,1,0.0362,0.909,3.98e-4,0.108,0.104,140.154,303426,F,major,F major
Nine Inch Nails,With Teeth,All The Love In The World,1,2005-01-01,0.743,0.642,0,-10.785,1,0.0478,0.0953,0.242,0.106,0.666,119.981,315293,C,major,C major
Nine Inch Nails,With Teeth,You Know What You Are?,2,2005-01-01,0.523,0.972,10,-5.602,1,0.109,0.0139,0.036,0.33,0.312,160.01,221933,A#,major,A# major
Nine Inch Nails,With Teeth,The Collector,3,2005-01-01,0.672,0.966,0,-3.85,1,0.0881,0.00198,0.0269,0.148,0.374,137.999,187493,C,major,C major
Nine Inch Nails,With Teeth,The Hand That Feeds,4,2005-01-01,0.59,0.987,9,-4.385,0,0.0859,0.0188,3.26e-4,0.0865,0.43,128.007,211680,A,minor,A minor
Nine Inch Nails,With Teeth,Love Is Not Enough,5,2005-01-01,0.668,0.67,7,-5.95,1,0.0326,0.0178,0.422,0.0903,0.566,123.175,221333,G,major,G major
Nine Inch Nails,With Teeth,Every Day Is Exactly The Same,6,2005-01-01,0.618,0.928,0,-6.025,1,0.0472,0.0219,0.11,0.12,0.415,144.025,294846,C,major,C major
Nine Inch Nails,With Teeth,With Teeth,7,2005-01-01,0.605,0.657,0,-8.98,1,0.034,0.19,0.302,0.229,0.312,98.096,337664,C,major,C major
Nine Inch Nails,With Teeth,Only,8,2005-01-01,0.718,0.797,9,-5.556,0,0.0296,7.07e-4,0.00438,0.11,0.962,112.131,263093,A,minor,A minor
Nine Inch Nails,With Teeth,Getting Smaller,9,2005-01-01,0.516,0.926,11,-5.74,1,0.0403,8.73e-5,0.00285,0.14,0.671,168.205,215506,B,major,B major
Nine Inch Nails,With Teeth,Sunspots,10,2005-01-01,0.75,0.43,8,-6,0,0.0278,0.00164,0.937,0.113,0.663,103.594,243160,G#,minor,G# minor
Nine Inch Nails,With Teeth,The Line Begins To Blur,11,2005-01-01,0.346,0.94,7,-5.057,1,0.117,0.00718,0.857,0.82,0.302,174.146,224397,G,major,G major
Nine Inch Nails,With Teeth,Beside You In Time,12,2005-01-01,0.484,0.562,2,-9.398,1,0.0458,0.355,0.884,0.195,0.127,119.919,324626,D,major,D major
Nine Inch Nails,With Teeth,Right Where It Belongs,13,2005-01-01,0.453,0.341,5,-9.944,1,0.0293,0.979,0.586,0.129,0.205,139.911,307525,F,major,F major
Nine Inch Nails,With Teeth,Home,14,2005-01-01,0.677,0.851,7,-5.939,1,0.0261,0.281,0.202,0.101,0.751,105.07,191306,G,major,G major
Nine Inch Nails,With Teeth,All The Love In The World,1,2005-01-01,0.728,0.632,7,-10.782,0,0.045,0.0966,0.204,0.107,0.671,119.984,315293,G,minor,G minor
Nine Inch Nails,With Teeth,You Know What You Are?,2,2005-01-01,0.514,0.974,10,-5.686,1,0.104,0.0177,0.0269,0.373,0.359,160.046,221933,A#,major,A# major
Nine Inch Nails,With Teeth,The Collector,3,2005-01-01,0.655,0.967,0,-3.907,1,0.0648,0.00138,0.109,0.148,0.391,138.004,187493,C,major,C major
Nine Inch Nails,With Teeth,The Hand That Feeds,4,2005-01-01,0.595,0.985,9,-4.337,0,0.0885,0.0187,2.97e-4,0.0666,0.462,128.006,211680,A,minor,A minor
Nine Inch Nails,With Teeth,Love Is Not Enough,5,2005-01-01,0.668,0.665,7,-6.004,1,0.0324,0.0187,0.37,0.0901,0.6,123.181,221333,G,major,G major
Nine Inch Nails,With Teeth,Every Day Is Exactly The Same,6,2005-01-01,0.626,0.92,0,-6.153,1,0.0496,0.0262,0.075,0.134,0.421,144.032,294893,C,major,C major
Nine Inch Nails,With Teeth,With Teeth,7,2005-01-01,0.606,0.652,0,-8.993,1,0.0332,0.216,0.373,0.23,0.369,98.066,337706,C,major,C major
Nine Inch Nails,With Teeth,Only,8,2005-01-01,0.717,0.797,9,-5.678,0,0.0294,7.43e-4,0.00283,0.106,0.961,112.129,263093,A,minor,A minor
Nine Inch Nails,With Teeth,Getting Smaller,9,2005-01-01,0.53,0.925,8,-5.756,0,0.0401,8.63e-5,0.0037200000000000002,0.111,0.644,168.222,215506,G#,minor,G# minor
Nine Inch Nails,With Teeth,Sunspots,10,2005-01-01,0.758,0.427,11,-6.127,1,0.0285,0.00208,0.882,0.114,0.695,103.594,243160,B,major,B major
Nine Inch Nails,With Teeth,The Line Begins To Blur,11,2005-01-01,0.346,0.928,7,-5.215,1,0.113,0.00521,0.795,0.827,0.324,174.17,224440,G,major,G major
Nine Inch Nails,With Teeth,Beside You In Time,12,2005-01-01,0.484,0.576,2,-9.478,1,0.0474,0.369,0.865,0.195,0.164,119.939,324626,D,major,D major
Nine Inch Nails,With Teeth,Right Where It Belongs,13,2005-01-01,0.444,0.348,5,-10.093,1,0.0297,0.978,0.738,0.127,0.189,139.781,304853,F,major,F major
Nine Inch Nails,Still,Something I Can Never Have,1,2002-01-22,0.481,0.0944,5,-16.47,1,0.0309,0.986,0.00613,0.152,0.114,99.724,399360,F,major,F major
Nine Inch Nails,Still,Adrift & At Peace,2,2002-01-22,0.745,0.0531,9,-22.428,0,0.0504,0.986,0.918,0.113,0.108,89.089,172613,A,minor,A minor
Nine Inch Nails,Still,The Fragile,3,2002-01-22,0.326,0.171,0,-15.342,1,0.0341,0.948,6.6e-4,0.142,0.0504,138.44,312213,C,major,C major
Nine Inch Nails,Still,The Becoming,4,2002-01-22,0.701,0.801,5,-7.615,0,0.0401,0.595,0.0127,0.184,0.724,150.008,270253,F,minor,F minor
Nine Inch Nails,Still,"Gone, Still",5,2002-01-22,0.753,0.0245,7,-28.562,1,0.0502,0.841,0.832,0.111,0.0346,92.114,156026,G,major,G major
Nine Inch Nails,Still,The Day The World Went Away,6,2002-01-22,0.619,0.0682,5,-17.12,1,0.0631,0.918,0.125,0.106,0.0433,124.108,317440,F,major,F major
Nine Inch Nails,Still,And All That Could Have Been,7,2002-01-22,0.585,0.421,11,-11.796,1,0.0259,0.651,0.954,0.108,0.208,140.041,374893,B,major,B major
Nine Inch Nails,Still,The Persistence Of Loss,8,2002-01-22,0.491,0.0958,9,-24.527,1,0.0371,0.879,0.883,0.115,0.097,111.065,243973,A,major,A major
Nine Inch Nails,Still,Leaving Hope,9,2002-01-22,0.188,0.187,0,-20.475,0,0.0336,0.965,0.95,0.124,0.0474,131.705,357493,C,minor,C minor
Nine Inch Nails,And All That Could Have Been/Still,Terrible Lie,1,2002-01-01,0.54,0.985,11,-2.342,0,0.0739,0.0697,0.0798,0.888,0.29,87.514,299093,B,minor,B minor
Nine Inch Nails,And All That Could Have Been/Still,Sin,2,2002-01-01,0.582,0.96,6,-3.854,1,0.0426,3.56e-4,0.00904,0.672,0.546,129.602,255173,F#,major,F# major
Nine Inch Nails,And All That Could Have Been/Still,March Of The Pigs,3,2002-01-01,0.282,0.974,2,-4.517,1,0.0822,0.00217,0.474,0.976,0.133,134.913,253654,D,major,D major
Nine Inch Nails,And All That Could Have Been/Still,Piggy,4,2002-01-01,0.646,0.863,2,-4.005,1,0.0321,0.165,0.0229,0.717,0.345,131.939,291426,D,major,D major
Nine Inch Nails,And All That Could Have Been/Still,The Frail,5,2002-01-01,0.341,0.044,7,-16.047,0,0.0364,0.876,0.976,0.322,0.138,98.572,101706,G,minor,G minor
Nine Inch Nails,And All That Could Have Been/Still,The Wretched,6,2002-01-01,0.559,0.864,0,-5.342,1,0.0579,0.00152,0.0415,0.692,0.352,143.973,324011,C,major,C major
Nine Inch Nails,And All That Could Have Been/Still,Gave Up,7,2002-01-01,0.524,0.994,1,-3.581,1,0.193,0.004,0.0702,0.897,0.0635,143.9,254666,C#,major,C# major
Nine Inch Nails,And All That Could Have Been/Still,The Great Below,8,2002-01-01,0.454,0.55,1,-10.457,1,0.0338,0.115,0.61,0.975,0.0677,91.995,307960,C#,major,C# major
Nine Inch Nails,And All That Could Have Been/Still,The Mark Has Been Made,9,2002-01-01,0.679,0.61,7,-8.039,1,0.0378,0.0353,0.728,0.622,0.119,119.947,225573,G,major,G major
Nine Inch Nails,And All That Could Have Been/Still,Wish,10,2002-01-01,0.455,0.989,7,-4.033,1,0.123,3.72e-4,0.63,0.665,0.14,135.068,220200,G,major,G major
Nine Inch Nails,And All That Could Have Been/Still,Suck,11,2002-01-01,0.564,0.877,2,-4.623,1,0.0689,0.00262,0.2,0.964,0.305,90.815,253733,D,major,D major
Nine Inch Nails,And All That Could Have Been/Still,Closer,12,2002-01-01,0.612,0.925,5,-6.492,0,0.063,0.00812,0.13,0.944,0.449,93.892,338426,F,minor,F minor
Nine Inch Nails,And All That Could Have Been/Still,Head Like A Hole,13,2002-01-01,0.593,0.989,11,-4.011,0,0.152,0.0114,9.88e-4,0.963,0.257,114.38,294133,B,minor,B minor
Nine Inch Nails,And All That Could Have Been/Still,The Day The World Went Away,14,2002-01-01,0.304,0.537,7,-9.667,1,0.0378,0.1,0.662,0.975,0.0518,118.973,389333,G,major,G major
Nine Inch Nails,And All That Could Have Been/Still,"Starfuckers, Inc.",15,2002-01-01,0.353,0.967,0,-5.435,1,0.151,2.85e-4,0.145,0.979,0.117,157.061,330600,C,major,C major
Nine Inch Nails,And All That Could Have Been/Still,Hurt,16,2002-01-01,0.43,0.318,11,-11.972,0,0.0289,0.644,0.0172,0.419,0.0778,80,299653,B,minor,B minor
Nine Inch Nails,And All That Could Have Been/Still,Something I Can Never Have,1,2002-01-01,0.481,0.0944,5,-16.47,1,0.0309,0.986,0.00613,0.152,0.114,99.724,399360,F,major,F major
Nine Inch Nails,And All That Could Have Been/Still,Adrift & At Peace,2,2002-01-01,0.745,0.0531,9,-22.428,0,0.0504,0.986,0.918,0.113,0.108,89.089,172613,A,minor,A minor
Nine Inch Nails,And All That Could Have Been/Still,The Fragile,3,2002-01-01,0.326,0.171,0,-15.342,1,0.0341,0.948,6.6e-4,0.142,0.0504,138.44,312213,C,major,C major
Nine Inch Nails,And All That Could Have Been/Still,The Becoming,4,2002-01-01,0.701,0.801,5,-7.615,0,0.0401,0.595,0.0127,0.184,0.724,150.008,270253,F,minor,F minor
Nine Inch Nails,And All That Could Have Been/Still,"Gone, Still",5,2002-01-01,0.753,0.0245,7,-28.562,1,0.0502,0.841,0.832,0.111,0.0346,92.114,156026,G,major,G major
Nine Inch Nails,And All That Could Have Been/Still,The Day The World Went Away,6,2002-01-01,0.619,0.0682,5,-17.12,1,0.0631,0.918,0.125,0.106,0.0433,124.108,317440,F,major,F major
Nine Inch Nails,And All That Could Have Been/Still,And All That Could Have Been,7,2002-01-01,0.585,0.421,11,-11.796,1,0.0259,0.651,0.954,0.108,0.208,140.041,374893,B,major,B major
Nine Inch Nails,And All That Could Have Been/Still,The Persistence Of Loss,8,2002-01-01,0.491,0.0958,9,-24.527,1,0.0371,0.879,0.883,0.115,0.097,111.065,243973,A,major,A major
Nine Inch Nails,And All That Could Have Been/Still,Leaving Hope,9,2002-01-01,0.188,0.187,0,-20.475,0,0.0336,0.965,0.95,0.124,0.0474,131.705,357493,C,minor,C minor
Nine Inch Nails,Live: And All That Could Have Been,Terrible Lie,1,2002-01-01,0.522,0.982,11,-2.359,0,0.0803,0.0716,0.106,0.867,0.29,87.543,299093,B,minor,B minor
Nine Inch Nails,Live: And All That Could Have Been,Sin,2,2002-01-01,0.582,0.957,6,-3.861,1,0.0424,2.79e-4,0.00525,0.679,0.533,129.569,255173,F#,major,F# major
Nine Inch Nails,Live: And All That Could Have Been,March Of The Pigs,3,2002-01-01,0.288,0.975,2,-4.476,1,0.0831,0.00258,0.482,0.961,0.144,134.967,253666,D,major,D major
Nine Inch Nails,Live: And All That Could Have Been,Piggy,4,2002-01-01,0.643,0.87,2,-4.008,1,0.033,0.144,0.0304,0.748,0.344,131.941,291426,D,major,D major
Nine Inch Nails,Live: And All That Could Have Been,The Frail,5,2002-01-01,0.294,0.0513,7,-16.196,0,0.0363,0.871,0.942,0.32,0.0989,75.003,101706,G,minor,G minor
Nine Inch Nails,Live: And All That Could Have Been,The Wretched,6,2002-01-01,0.558,0.871,0,-5.385,1,0.0561,0.00118,0.0484,0.696,0.336,143.983,324040,C,major,C major
Nine Inch Nails,Live: And All That Could Have Been,Gave Up,7,2002-01-01,0.531,0.994,1,-3.592,1,0.179,0.00445,0.0445,0.844,0.067,143.883,254666,C#,major,C# major
Nine Inch Nails,Live: And All That Could Have Been,The Great Below,8,2002-01-01,0.453,0.553,1,-10.495,1,0.0332,0.0929,0.399,0.976,0.0799,91.986,307960,C#,major,C# major
Nine Inch Nails,Live: And All That Could Have Been,The Mark Has Been Made,9,2002-01-01,0.679,0.598,7,-7.89,1,0.0361,0.0385,0.766,0.59,0.149,119.957,225573,G,major,G major
Nine Inch Nails,Live: And All That Could Have Been,Wish,10,2002-01-01,0.449,0.992,7,-4.027,1,0.121,2.87e-4,0.446,0.639,0.134,135.037,220200,G,major,G major
Nine Inch Nails,Live: And All That Could Have Been,Suck,11,2002-01-01,0.564,0.885,2,-4.692,1,0.0499,0.00325,0.268,0.959,0.29,90.792,253733,D,major,D major
Nine Inch Nails,Live: And All That Could Have Been,Closer,12,2002-01-01,0.61,0.928,10,-6.52,0,0.0596,0.00778,0.188,0.94,0.456,93.927,338426,A#,minor,A# minor
Nine Inch Nails,Live: And All That Could Have Been,Head Like A Hole,13,2002-01-01,0.587,0.989,11,-3.983,0,0.162,0.0104,0.00103,0.964,0.221,114.369,294133,B,minor,B minor
Nine Inch Nails,Live: And All That Could Have Been,The Day The World Went Away,14,2002-01-01,0.353,0.536,7,-9.734,1,0.0378,0.0929,0.705,0.977,0.0515,119.208,389333,G,major,G major
Nine Inch Nails,Live: And All That Could Have Been,"Starfuckers, Inc.",15,2002-01-01,0.351,0.972,9,-5.44,1,0.136,3.06e-4,0.0948,0.976,0.0663,156.185,330600,A,major,A major
Nine Inch Nails,Live: And All That Could Have Been,Hurt,16,2002-01-01,0.425,0.31,9,-12.056,1,0.0295,0.657,0.0133,0.411,0.0668,80.062,299653,A,major,A major
Nine Inch Nails,Things Falling Apart,Slipping Away - Remix Version,1,2000-01-01,0.698,0.888,7,-6.154,1,0.095,0.00676,0.409,0.729,0.232,92.988,370500,G,major,G major
Nine Inch Nails,Things Falling Apart,The Great Collapse - Remix Version,2,2000-01-01,0.784,0.324,4,-10.521,0,0.0723,0.0247,0.916,0.322,0.104,94,281500,E,minor,E minor
Nine Inch Nails,Things Falling Apart,The Wretched - Remix Version,3,2000-01-01,0.619,0.441,0,-10.835,1,0.0354,0.372,0.0714,0.148,0.421,140.01,352840,C,major,C major
Nine Inch Nails,Things Falling Apart,"Starfuckers, Inc. - Remix Version (as)",4,2000-01-01,0.378,0.991,11,-7.248,0,0.26,0.0166,0.666,0.611,0.0365,144.827,311600,B,minor,B minor
Nine Inch Nails,Things Falling Apart,The Frail - Remix Version,5,2000-01-01,0.163,0.374,7,-17.14,0,0.0479,0.591,0.409,0.486,0.311,87.258,167000,G,minor,G minor
Nine Inch Nails,Things Falling Apart,"Starfuckers, Inc. - Remix Version (do)",6,2000-01-01,0.607,0.993,11,-7.197,0,0.0487,0.0175,0.51,0.839,0.563,145.98,366600,B,minor,B minor
Nine Inch Nails,Things Falling Apart,Where Is Everybody? - Remix Version,7,2000-01-01,0.634,0.848,0,-8.053,1,0.0775,0.00469,0.0217,0.118,0.54,144.019,307706,C,major,C major
Nine Inch Nails,Things Falling Apart,Metal - Remix Version,8,2000-01-01,0.653,0.363,5,-13.414,1,0.0383,0.153,0.821,0.105,0.0375,125.978,425250,F,major,F major
Nine Inch Nails,Things Falling Apart,10 Miles High - Remix Version,9,2000-01-01,0.594,0.304,2,-12.64,1,0.0959,0.22,0.776,0.356,0.104,175.287,310250,D,major,D major
Nine Inch Nails,Things Falling Apart,"Starfuckers, Inc. - Remix Version (cc)",10,2000-01-01,0.543,0.817,11,-9.272,0,0.193,0.541,0.704,0.0793,0.285,145.961,308500,B,minor,B minor
Nine Inch Nails,The Fragile,Somewhat Damaged,1,1999-01-01,0.677,0.755,0,-7.669,0,0.0426,9.91e-4,0.229,0.196,0.403,110.025,271000,C,minor,C minor
Nine Inch Nails,The Fragile,The Day The World Went Away,2,1999-01-01,0.198,0.236,11,-7.586,1,0.0397,0.0226,0.77,0.0943,0.0722,129.211,272500,B,major,B major
Nine Inch Nails,The Fragile,The Frail,3,1999-01-01,0.189,0.00423,0,-34.898,1,0.0436,0.946,0.898,0.244,0.203,72.819,114040,C,major,C major
Nine Inch Nails,The Fragile,The Wretched,4,1999-01-01,0.626,0.741,0,-7.316,1,0.0396,0.00849,0.203,0.102,0.53,140.007,325250,C,major,C major
Nine Inch Nails,The Fragile,We're In This Together,5,1999-01-01,0.555,0.672,0,-7.337,1,0.0339,3.17e-4,0.355,0.0984,0.171,100.091,436000,C,major,C major
Nine Inch Nails,The Fragile,The Fragile,6,1999-01-01,0.559,0.373,7,-7.733,0,0.0253,0.00472,0.663,0.201,0.222,143.034,275466,G,minor,G minor
Nine Inch Nails,The Fragile,Just Like You Imagined,7,1999-01-01,0.478,0.76,10,-8.029,1,0.0397,0.00509,0.921,0.0868,0.336,150.074,229866,A#,major,A# major
Nine Inch Nails,The Fragile,Even Deeper,8,1999-01-01,0.654,0.576,9,-8.916,1,0.0314,0.00221,0.686,0.402,0.17,125.992,347933,A,major,A major
Nine Inch Nails,The Fragile,Pilgrimage,9,1999-01-01,0.462,0.749,1,-5.816,1,0.0368,0.00963,0.666,0.378,0.231,80.023,211933,C#,major,C# major
Nine Inch Nails,The Fragile,"No, You Don't",10,1999-01-01,0.548,0.94,6,-6.214,0,0.0777,6.83e-5,0.76,0.0923,0.133,126.035,215933,F#,minor,F# minor
Nine Inch Nails,The Fragile,La Mer,11,1999-01-01,0.588,0.462,0,-11.134,0,0.0249,0.232,0.902,0.127,0.241,92.997,277866,C,minor,C minor
Nine Inch Nails,The Fragile,The Great Below,12,1999-01-01,0.3,0.269,2,-16.825,1,0.0349,0.461,0.66,0.287,0.0495,122.545,317173,D,major,D major
Nine Inch Nails,The Fragile,The Way Out Is Through,1,1999-01-01,0.49,0.284,0,-12.111,1,0.0393,0.61,0.897,0.115,0.199,119.936,256250,C,major,C major
Nine Inch Nails,The Fragile,Into The Void,2,1999-01-01,0.71,0.816,8,-5.903,1,0.0458,0.122,0.0301,0.0666,0.393,93.038,288250,G#,major,G# major
Nine Inch Nails,The Fragile,Where Is Everybody?,3,1999-01-01,0.632,0.766,10,-5.835,1,0.0503,0.00202,0.00147,0.0988,0.788,144.011,339750,A#,major,A# major
Nine Inch Nails,The Fragile,The Mark Has Been Made,4,1999-01-01,0.668,0.405,2,-11.069,1,0.0344,0.0407,0.882,0.105,0.078,120.066,314000,D,major,D major
Nine Inch Nails,The Fragile,Please,5,1999-01-01,0.726,0.754,4,-3.985,1,0.0302,4.59e-4,0.754,0.331,0.562,119.984,210706,E,major,E major
Nine Inch Nails,The Fragile,"Starfuckers, Inc.",6,1999-01-01,0.494,0.937,11,-6.037,0,0.0632,3.04e-4,0.537,0.723,0.366,145.994,299250,B,minor,B minor
Nine Inch Nails,The Fragile,Complication,7,1999-01-01,0.469,0.929,9,-6.579,0,0.0545,0.00369,0.823,0.0647,0.305,135.004,150773,A,minor,A minor
Nine Inch Nails,The Fragile,"I'm Looking Forward To Joining You, Finally",8,1999-01-01,0.782,0.598,0,-10.654,1,0.114,0.0613,0.744,0.26,0.154,166.064,253360,C,major,C major
Nine Inch Nails,The Fragile,The Big Come Down,9,1999-01-01,0.714,0.808,2,-5.151,1,0.261,0.0368,0.0037200000000000002,0.259,0.604,161.988,252866,D,major,D major
Nine Inch Nails,The Fragile,Underneath It All,10,1999-01-01,0.61,0.809,7,-8.838,0,0.125,0.00482,0.00402,0.403,0.0532,110.042,166133,G,minor,G minor
Nine Inch Nails,The Fragile,Ripe (With Decay),11,1999-01-01,0.572,0.181,8,-14.85,1,0.0261,0.141,0.875,0.189,0.0373,80.075,394333,G#,major,G# major
Nine Inch Nails,Further Down The Spiral,Piggy (Nothing Can Stop Me Now),1,1995-01-01,0.584,0.983,9,-5.397,0,0.0688,0.00285,0.875,0.174,0.323,131.805,243360,A,minor,A minor
Nine Inch Nails,Further Down The Spiral,"The Art Of Self Destruction, Part One",2,1995-01-01,0.503,0.831,2,-10.466,1,0.0779,0.00289,0.645,0.111,0.0879,99.961,341733,D,major,D major
Nine Inch Nails,Further Down The Spiral,Self Destruction - Part Three,3,1995-01-01,0.373,0.841,0,-9.043,1,0.0639,1.49e-4,0.828,0.412,0.255,199.831,208533,C,major,C major
Nine Inch Nails,Further Down The Spiral,Heresy,4,1995-01-01,0.591,0.822,1,-8.179,1,0.0441,5.14e-4,0.838,0.537,0.694,114.988,319866,C#,major,C# major
Nine Inch Nails,Further Down The Spiral,The Downward Spiral (The Bottom),5,1995-01-01,0.605,0.848,2,-10.268,1,0.132,0.224,0.768,0.0719,0.313,100.413,449200,D,major,D major
Nine Inch Nails,Further Down The Spiral,Hurt (Quiet),6,1995-01-01,0.464,0.363,9,-12.085,1,0.0335,0.744,0.0271,0.937,0.121,80.048,307040,A,major,A major
Nine Inch Nails,Further Down The Spiral,At The Heart Of It All,7,1995-01-01,0.458,0.727,4,-12.524,0,0.23,0.293,0.208,0.301,0.0631,122.183,428760,E,minor,E minor
Nine Inch Nails,Further Down The Spiral,Ruiner,8,1995-01-01,0.691,0.853,2,-8.375,1,0.058,0.0167,0.00992,0.0858,0.391,116.017,335773,D,major,D major
Nine Inch Nails,Further Down The Spiral,Eraser (Denial: Realization),9,1995-01-01,0.532,0.945,9,-9.118,0,0.0436,0.00326,0.956,0.377,0.399,130.015,398533,A,minor,A minor
Nine Inch Nails,Further Down The Spiral,"Self Destruction, Final",10,1995-01-01,0.54,0.963,2,-7.769,1,0.0895,9.27e-5,0.837,0.117,0.0694,99.899,594533,D,major,D major
Nine Inch Nails,Further Down The Spiral,Piggy (Nothing Can Stop Me Now),1,1995,0.593,0.985,9,-5.401,0,0.0748,0.00327,0.896,0.208,0.282,131.784,242602,A,minor,A minor
Nine Inch Nails,Further Down The Spiral,"The Art Of Self Destruction, Part One",2,1995,0.273,0.808,2,-10.501,1,0.0868,0.00421,0.691,0.111,0.0887,100.024,341773,D,major,D major
Nine Inch Nails,Further Down The Spiral,"Self Destruction, Part Two",3,1995,0.548,0.919,10,-7.426,0,0.0815,2.89e-4,0.863,0.144,0.411,99.921,337360,A#,minor,A# minor
Nine Inch Nails,Further Down The Spiral,The Downward Spiral (The Bottom),4,1995,0.691,0.804,11,-11.502,0,0.143,0.235,0.779,0.371,0.343,100.427,357500,B,minor,B minor
Nine Inch Nails,Further Down The Spiral,Hurt (Quiet),5,1995,0.613,0.218,11,-11.97,0,0.0264,0.582,0.00459,0.126,0.0563,79.991,308493,B,minor,B minor
Nine Inch Nails,Further Down The Spiral,Eraser (Denial: Realization),6,1995,0.533,0.939,0,-9.076,1,0.0442,0.00225,0.955,0.342,0.386,130.001,393440,C,major,C major
Nine Inch Nails,Further Down The Spiral,At The Heart Of It All,7,1995,0.473,0.817,4,-10.26,0,0.222,0.286,0.14,0.113,0.109,122.23,370250,E,minor,E minor
Nine Inch Nails,Further Down The Spiral,Eraser (Polite),8,1995,0.133,0.0967,5,-18.212,0,0.0345,0.893,2.59e-5,0.131,0.217,168.246,75511,F,minor,F minor
Nine Inch Nails,Further Down The Spiral,"Self Destruction, Final",9,1995,0.577,0.896,10,-9.375,0,0.0792,2.13e-4,0.809,0.117,0.115,99.921,341250,A#,minor,A# minor
Nine Inch Nails,Further Down The Spiral,The Beauty Of Being Numb,10,1995,0.246,0.524,1,-13.061,1,0.196,0.513,0.346,0.434,0.225,176.326,300500,C#,major,C# major
Nine Inch Nails,Further Down The Spiral,"Erased, Over, Out",11,1995,0.454,0.775,1,-9.119,1,0.0382,0.918,0.694,0.333,0.126,130.08,360773,C#,major,C# major
Nine Inch Nails,Closer To God,Closer To God,1,1994-06-10,0.601,0.799,10,-8.811,0,0.0504,8.81e-6,0.578,0.221,0.449,117.891,305693,A#,minor,A# minor
Nine Inch Nails,Closer To God,Closer (Precursor),2,1994-06-10,0.4,0.53,10,-13.954,0,0.0711,0.0204,0.188,0.114,0.306,90.024,436133,A#,minor,A# minor
Nine Inch Nails,Closer To God,Closer (Deviation),3,1994-06-10,0.681,0.836,1,-7.853,1,0.0611,9.14e-4,0.0933,0.333,0.541,90.177,375573,C#,major,C# major
Nine Inch Nails,Closer To God,Heresy (Blind),4,1994-06-10,0.694,0.836,1,-7.438,1,0.0543,0.00278,0.705,0.822,0.127,114.87,332788,C#,major,C# major
Nine Inch Nails,Closer To God,Memorabilia,5,1994-06-10,0.612,0.988,5,-7.002,1,0.0759,0.177,0.354,0.138,0.333,133.849,441666,F,major,F major
Nine Inch Nails,Closer To God,Closer (Internal),6,1994-06-10,0.575,0.882,1,-12.603,1,0.114,0.00601,0.0364,0.781,0.153,91.934,255605,C#,major,C# major
Nine Inch Nails,Closer To God,March Of The Fuckheads,7,1994-06-10,0.688,0.912,10,-7.235,0,0.0437,4.53e-4,0.896,0.368,0.146,113.074,283360,A#,minor,A# minor
Nine Inch Nails,Closer To God,Closer (Further Away),8,1994-06-10,0.47,0.728,5,-10.716,0,0.136,0.0045,0.737,0.646,0.174,91.911,345440,F,minor,F minor
Nine Inch Nails,Closer To God,Closer,9,1994-06-10,0.578,0.626,10,-10.437,0,0.0418,2.84e-4,0.76,0.374,0.534,89.991,386333,A#,minor,A# minor
Nine Inch Nails,The Downward Spiral,Mr. Self Destruct,1,1994-01-01,0.258,0.877,2,-8.702,1,0.101,0.0115,0.792,0.64,0.242,99.554,272760,D,major,D major
Nine Inch Nails,The Downward Spiral,Piggy,2,1994-01-01,0.728,0.444,9,-14.304,1,0.0506,0.00763,0.407,0.131,0.625,131.928,264573,A,major,A major
Nine Inch Nails,The Downward Spiral,Heresy,3,1994-01-01,0.555,0.916,5,-6.084,1,0.118,2.55e-5,0.0712,0.122,0.157,114.998,234333,F,major,F major
Nine Inch Nails,The Downward Spiral,March Of The Pigs,4,1994-01-01,0.519,0.912,2,-7.363,1,0.0572,0.0273,0.115,0.0831,0.0566,134.454,178493,D,major,D major
Nine Inch Nails,The Downward Spiral,Closer,5,1994-01-01,0.567,0.717,10,-8.606,0,0.044,3.51e-4,0.547,0.111,0.509,90.005,373191,A#,minor,A# minor
Nine Inch Nails,The Downward Spiral,Ruiner,6,1994-01-01,0.535,0.958,7,-7.827,1,0.0654,2.21e-4,0.472,0.286,0.0711,116.655,296973,G,major,G major
Nine Inch Nails,The Downward Spiral,The Becoming,7,1994-01-01,0.567,0.928,0,-10.168,1,0.0376,0.00719,0.00279,0.349,0.642,149.858,333360,C,major,C major
Nine Inch Nails,The Downward Spiral,I Do Not Want This,8,1994-01-01,0.601,0.921,4,-7.948,1,0.0917,0.0251,0.057,0.133,0.107,117.914,341200,E,major,E major
